doi_r,n_originals,outcomes,year_r,flora_commit
10.1007/s10864-016-9252-5,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10864-018-9302-2,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10864-020-09389-z,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10864-020-09415-0,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10864-020-09423-0,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10882-010-9212-2,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10882-014-9400-6,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10882-019-09718-9,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s10899-020-09932-7,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11002-023-09690-7,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11002-024-09739-1,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11002-025-09771-9,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11002-025-09794-2,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11121-020-01116-4,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11126-020-09742-5,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11127-005-7171-4,1,failed,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11127-012-0023-0,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11138-005-6825-2,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11145-018-9838-5,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11145-018-9858-1,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11145-020-10060-2,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11162-016-9433-z,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11165-012-9320-3,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11166-015-9208-5,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11187-023-00736-8,2,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11205-005-5074-x,1,failed,2006,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11218-012-9188-0,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11238-021-09836-x,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11251-010-9144-3,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11251-018-9451-7,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11251-024-09670-y,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11301-025-00572-y,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11409-015-9151-5,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11409-020-09235-7,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11423-025-10508-8,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11469-021-00695-9,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11573-024-01214-7,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11575-020-00417-8,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11575-022-00472-3,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s11682-020-00339-x,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12144-024-06067-5,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12186-012-9090-0,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12310-020-09375-w,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12369-020-00688-z,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12369-024-01207-0,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s12671-017-0880-1,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s13164-018-0400-9,39,failed | successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s13577-014-0103-1,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40037-020-00611-2,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40279-025-02201-w,25,failed | successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40732-015-0144-1,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40732-020-00396-0,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40732-024-00597-x,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40732-024-00601-4,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40839-026-00293-8,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-015-0019-x,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-017-0041-2,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-021-00109-5,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-022-00118-y,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-023-00131-9,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s40881-023-00136-4,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s41809-020-00072-3,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s42822-025-00229-1,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s42822-025-00242-4,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1007/s43494-020-00015-1,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/0165-4101(94)00376-g,1,mixed,1995,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/0885-2014(95)90011-x,1,successful,1995,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.actpsy.2022.103497,2,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.actpsy.2022.103717,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.actpsy.2026.106214,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.addbeh.2023.107778,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.appet.2013.12.020,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.appet.2021.105619,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.appet.2023.106554,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.bandl.2024.105496,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.bbr.2024.115096,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.beproc.2017.03.017,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.brs.2022.09.014,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cedpsych.2019.01.006,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cogdev.2017.10.004,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cognition.2014.09.003,1,statistically successful but flawed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cognition.2017.09.005,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.compedu.2017.05.013,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.concog.2024.103665,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cortex.2014.11.019,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cortex.2018.03.026,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cortex.2019.03.026,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cortex.2022.12.003,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.cortex.2025.05.019,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.dcn.2017.12.003,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.dcn.2022.101120,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.drugalcdep.2024.111323,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.eatbeh.2024.101899,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.econedurev.2020.102009,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.econlet.2020.109646,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ecresq.2015.09.001,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.enbuild.2021.111542,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.eneco.2017.12.020,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.eneco.2017.12.024,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.euroecorev.2015.05.006,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.frl.2022.103375,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.heliyon.2019.e02434,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.heliyon.2023.e22064,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.heliyon.2024.e32467,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ijgo.2016.06.008,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ijpsycho.2015.12.004,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ijpsycho.2026.113382,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.infbeh.2019.03.005,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.infbeh.2019.101340,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.intell.2020.101471,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.intman.2026.101337,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.intmar.2021.03.001,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.isci.2024.110532,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jadr.2023.100473,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jalz.2011.05.2412,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
